"groupID"	"featureID"	"exonBaseMean"	"dispersion"	"stat"	"pvalue"	"padj"	"Adult16wk"	"Adult6wk"	"E13.5"	"Sham12wk"	"TAC4wk12wk"	"log2fold_Adult16wk_E13.5"	"log2fold_Adult6wk_E13.5"	"log2fold_Sham12wk_E13.5"	"log2fold_TAC4wk12wk_E13.5"	"genomicData.seqnames"	"genomicData.start"	"genomicData.end"	"genomicData.width"	"genomicData.strand"	"countData.SRR33"	"countData.SRR34"	"countData.SRR35"	"countData.SRR36"	"countData.SRR37"	"countData.SRR38"	"countData.SRR39"	"countData.SRR40"	"countData.SRR41"	"countData.SRR42"	"countData.SRR43"	"countData.SRR44"	"countData.SRR45"	"countData.SRR46"	"countData.SRR47"	"countData.SRR48"	"countData.SRR49"	"countData.SRR50"	"countData.SRR51"	"countData.SRR52"	"countData.SRR53"	"countData.SRR54"	"countData.SRR55"	"countData.SRR56"	"countData.SRR57"	"countData.SRR58"	"countData.SRR59"	"transcripts"
"ENSMUSG00000028645:E007"	"ENSMUSG00000028645"	"E007"	26.3837509982789	0.00669214394796378	14.0133908115875	0.00725244019288227	0.0141200570285912	17.3240779970554	13.1329836882581	16.9787842272274	17.2596150011324	10.8808181612422	0.0290454150613188	-0.370538437841301	0.0236671258051358	-0.641946116602756	"chr4"	119120391	119120486	96	"+"	558	267	276	185	239	322	350	0	3	2	2	4	2	3	5	6	3	2	4	22	23	29	21	14	17	19	22	c("ENSMUST00000144329", "ENSMUST00000174372", "ENSMUST00000030398", "ENSMUST00000134105")
"ENSMUSG00000028645:E008"	"ENSMUSG00000028645"	"E008"	31.1165573952006	0.0114174885389293	5.62426329518763	0.229020644839779	0.300944483715082	21.8484928656813	20.1624267369117	18.8497489543187	22.9352083466525	15.757958610616	0.212988454937196	0.0971239817020131	0.283018703675972	-0.258464658733159	"chr4"	119132123	119132283	161	"+"	563	256	336	220	271	365	429	5	3	4	1	7	0	6	6	3	7	1	6	37	24	36	29	28	25	20	31	c("ENSMUST00000144329", "ENSMUST00000174372", "ENSMUST00000030398", "ENSMUST00000134105")
"ENSMUSG00000028645:E009"	"ENSMUSG00000028645"	"E009"	13.4326112964405	0.00394892901014243	1.46129844350446	0.833474133429609	0.869950025483421	7.52913930137487	10.1020975585415	8.32668574497986	7.94537178828094	7.39601689834163	-0.145257424986459	0.278840597656359	-0.0676276473823381	-0.170993855654935	"chr4"	119132443	119132563	121	"+"	228	162	119	112	143	134	160	1	3	3	1	0	2	2	4	0	1	1	2	6	9	10	19	12	12	15	10	c("ENSMUST00000144329", "ENSMUST00000174372", "ENSMUST00000030398", "ENSMUST00000134105")
"ENSMUSG00000028645:E010"	"ENSMUSG00000028645"	"E010"	6.54416592644722	0.0035437566237272	3.69304186699526	0.44913875401296	0.528985643615264	6.02307797762963	5.05105473516009	3.58720194181139	4.8723454862748	4.07424007778347	0.747641972646639	0.493725711238083	0.441757470688612	0.183672030531628	"chr4"	119132564	119132572	9	"+"	110	60	42	53	57	65	71	0	1	1	1	0	2	2	3	0	1	0	2	5	8	3	11	5	8	8	6	c("ENSMUST00000144329", "ENSMUST00000030398", "ENSMUST00000174372")
"ENSMUSG00000028645:E011"	"ENSMUSG00000028645"	"E011"	22.4697979708734	0.00341833932327881	10.8485179594809	0.028320263962136	0.0491227851270504	10.5383613884001	15.1466673927216	13.7554147614026	19.3547543596327	12.9853323017157	-0.384349081787389	0.139000761972733	0.492688356515158	-0.0831167074648072	"chr4"	119132573	119132683	111	"+"	374	218	202	171	202	269	326	4	0	1	2	5	3	2	2	2	2	2	4	31	34	22	20	20	22	22	22	c("ENSMUST00000030398", "ENSMUST00000174372")
"ENSMUSG00000028645:E012"	"ENSMUSG00000028645"	"E012"	56.1791547999867	0.0101745785056735	8.64047948145611	0.0707416072920071	0.110999166704893	24.8601615156368	30.3250093577421	36.025863407198	39.4349559064965	33.2315890888243	-0.535197337336243	-0.248524916363352	0.130442022655433	-0.11647772452901	"chr4"	119133097	119133259	163	"+"	985	746	607	398	433	647	783	6	6	5	5	2	6	5	7	6	6	2	7	68	59	47	43	71	37	71	40	ENSMUST00000030398
"ENSMUSG00000028645:E013"	"ENSMUSG00000028645"	"E013"	35.9304243686342	0.00578626313866001	42.5560872274739	1.27920492467777e-08	4.80457282733302e-08	21.0701310137449	18.1880850661577	20.5929203845408	25.3948744899874	37.3093694069408	0.0330508445946363	-0.179154783509706	0.302388903444457	0.857389536068431	"chr4"	119133352	119133539	188	"+"	585	470	294	254	279	313	418	3	2	4	3	2	4	5	5	2	3	6	7	39	38	34	29	54	61	76	56	c("ENSMUST00000030398", "ENSMUST00000174372")
"ENSMUSG00000028645:E014"	"ENSMUSG00000028645"	"E014"	21.709577758267	0.00697912741619099	24.154972521622	7.43598720982761e-05	0.000197053661060432	8.27679458712382	10.0945347701487	13.6834184884256	13.1350528680983	22.0403963232791	-0.725284641265872	-0.438854277253783	-0.0590066922592647	0.687721466681718	"chr4"	119133855	119133959	105	"+"	413	263	229	182	181	209	268	2	6	0	1	1	0	2	1	2	1	0	5	36	19	6	12	39	38	41	28	c("ENSMUST00000030398", "ENSMUST00000174372")
"ENSMUSG00000028645:E015"	"ENSMUSG00000028645"	"E015"	17.7847214270227	0.00850812640280724	33.869116594881	7.92693802995554e-07	2.57221050359782e-06	6.02082261305993	2.0197363235427	11.4338732124235	13.1133249186574	18.5929877090032	-0.925281679632943	-2.50107533113053	0.197719333372847	0.701444417930707	"chr4"	119134369	119134470	102	"+"	314	263	161	143	160	202	205	1	0	0	1	0	0	3	1	0	0	2	2	33	19	5	16	30	28	37	28	c("ENSMUST00000030398", "ENSMUST00000174372")
"ENSMUSG00000028645:E016"	"ENSMUSG00000028645"	"E016"	36.0292663662487	0.00597910250852443	11.6180146130247	0.0204297937235679	0.0367736287024222	19.5844650689508	12.1278455716718	23.8073687563132	20.9596147147685	21.4617519395745	-0.281698456550651	-0.973084891162798	-0.183795982419809	-0.149640330309114	"chr4"	119135729	119135932	204	"+"	649	358	336	361	374	448	514	0	1	4	3	2	2	7	1	9	4	1	4	30	25	25	36	31	32	44	35	c("ENSMUST00000030398", "ENSMUST00000174372")
"ENSMUSG00000028645:E017"	"ENSMUSG00000028645"	"E017"	47.7348367052562	0.0031881746212571	33.3036766739766	1.03511460908438e-06	3.33614640900843e-06	37.6144360203769	37.3524724298197	30.0968895383501	20.9516743458319	21.4171050170404	0.321672064545154	0.311589346207158	-0.522548853635188	-0.490850912679833	"chr4"	119136246	119136446	201	"+"	881	517	440	458	411	525	610	10	8	6	2	6	5	9	6	9	4	4	18	31	20	27	38	31	41	43	27	c("ENSMUST00000030398", "ENSMUST00000174372")
"ENSMUSG00000028645:E018"	"ENSMUSG00000028645"	"E018"	183.987450242398	0.00457243988902543	18.8819472914792	0.000829045261552924	0.00189212722373562	145.927789548634	138.276310012764	107.538314325056	117.978468700164	112.717073192479	0.44040388447375	0.362703247534779	0.133672826461869	0.067855293779035	"chr4"	119136447	119137330	884	"+"	2805	1929	1634	1476	1516	1948	2373	31	23	20	16	25	22	42	26	19	35	27	45	173	131	144	204	178	193	194	180	ENSMUST00000030398
"ENSMUSG00000029019:E001"	"ENSMUSG00000029019"	"E001"	509.68320875996	0.00444223691873312	40.8576429156108	2.87656277117754e-08	1.03948518322097e-07	382.749025942819	373.28458312933	361.350850454876	348.732174029786	440.205490518449	0.0829984164714042	0.0468756359792227	-0.0512808164497274	0.28477684979058	"chr4"	147985788	147986101	314	"+"	556	226	253	244	281	351	362	123	5	31	246	114	120	108	156	149	169	108	101	1091	534	376	1137	3163	5107	3099	2693	ENSMUST00000103231
"ENSMUSG00000029019:E002"	"ENSMUSG00000029019"	"E002"	430.084177336828	0.00554199665322269	34.5743218528506	5.68103792566991e-07	1.88184381287816e-06	339.091162395826	341.394610862979	407.00615806366	374.216426391538	317.428353055319	-0.263377438406613	-0.253610338185605	-0.121177735156951	-0.358619625784791	"chr4"	147986296	147986518	223	"+"	492	217	287	293	352	431	474	132	5	36	223	90	99	90	166	118	127	102	98	1141	569	398	1271	2355	3108	2260	2307	ENSMUST00000103231
"ENSMUSG00000029019:E003"	"ENSMUSG00000029019"	"E003"	138.609261697523	0.00224196374364401	20.1907272852689	0.000457910727291992	0.00110421700318309	115.894560366058	119.525543178998	99.2775294420757	117.705483319705	101.337997083563	0.223273734484066	0.267779842940194	0.245642410980415	0.0296361007717312	"chr4"	147986962	147987205	244	"+"	137	45	77	80	75	113	92	43	0	6	86	36	35	34	54	44	49	32	28	354	169	134	383	702	1210	651	662	ENSMUST00000103231
"ENSMUSG00000029580:E001"	"ENSMUSG00000029580"	"E001"	1444.29842651088	0.00988492078686978	23.5798466262913	9.69547974817764e-05	0.000251344773906562	1775.85505759437	1344.81932603848	1411.18316467145	1404.67102460926	1190.6617306677	0.331608581219469	-0.0694928924275701	-0.00667296549566009	-0.245141655923553	"chr5"	142903115	142903500	386	"-"	6981	5155	8028	6556	7080	8415	8362	553	420	269	412	490	289	568	495	549	527	426	522	2202	1988	1279	2417	2611	3693	2532	2655	ENSMUST00000100497
"ENSMUSG00000029580:E002"	"ENSMUSG00000029580"	"E002"	1221.4281430698	0.00531820661793304	60.0535416964739	2.82667377326508e-12	1.32188567632102e-11	1301.58601576604	1335.80717603244	946.452749534456	1460.76010238463	1243.11128298436	0.459668267797323	0.497109381493849	0.626116878666618	0.393353063739248	"chr5"	142903501	142903941	441	"-"	6386	4871	5116	3625	3746	5404	5164	540	413	295	400	476	287	353	373	382	380	345	443	2341	2077	1324	2454	2650	3571	2734	2991	c("ENSMUST00000100497", "ENSMUST00000167721")
"ENSMUSG00000029580:E003"	"ENSMUSG00000029580"	"E003"	263.819400192519	0.00807304279698745	27.9564841933422	1.27287992345244e-05	3.65761279208925e-05	295.969393818258	325.020044816557	232.945433303394	264.515961121567	206.823314390893	0.34545594662064	0.480536647656576	0.183362730513341	-0.171593223675331	"chr5"	142904067	142904248	182	"-"	1892	937	1241	848	953	1505	1239	120	80	66	104	123	90	72	94	72	92	95	93	502	405	202	379	440	675	373	506	c("ENSMUST00000100497", "ENSMUST00000167721")
"ENSMUSG00000029580:E004"	"ENSMUSG00000029580"	"E004"	13.2456455917437	0.0494997978914231	4.20351064844124	0.379163738550275	0.460206369690791	13.7669340768503	12.905544151657	15.4582390735124	10.4284817133754	10.0669155236422	-0.167168679670838	-0.260385011142259	-0.567846853280885	-0.618754270810576	"chr5"	142904344	142904350	7	"-"	174	34	65	42	59	155	67	4	3	2	6	2	6	4	6	3	6	3	2	17	11	12	18	29	19	26	22	c("ENSMUST00000100497", "ENSMUST00000167721")
"ENSMUSG00000029580:E005"	"ENSMUSG00000029580"	"E005"	144.676573358017	0.00628466522417227	58.3894557401911	6.32152566133624e-12	2.87177880043561e-11	196.015604922528	173.626412862334	104.425365649248	130.464358317497	132.197004123903	0.908496317590399	0.733514238838378	0.321183534228295	0.340217287400802	"chr5"	142904351	142904394	44	"-"	801	395	532	385	493	633	607	72	50	28	66	44	51	64	59	64	64	42	49	224	187	98	224	297	329	331	310	c("ENSMUST00000100497", "ENSMUST00000171419", "ENSMUST00000167721")
"ENSMUSG00000029580:E006"	"ENSMUSG00000029580"	"E006"	1268.87248356247	0.0022912306254427	77.2752580621859	6.57655697261447e-16	3.77953936859892e-15	1204.40901902787	1224.21021678213	1095.83325692675	1494.2633062164	1429.89629803567	0.136297123518624	0.15982302038642	0.447406096736169	0.383882227523357	"chr5"	142904395	142904671	277	"-"	8009	4211	7118	4222	4161	6302	6186	451	342	310	386	374	329	358	309	329	386	317	410	2270	2429	1323	2319	3249	3896	3439	3157	c("ENSMUST00000100497", "ENSMUST00000167386", "ENSMUST00000171419", "ENSMUST00000167721")
"ENSMUSG00000029580:E007"	"ENSMUSG00000029580"	"E007"	521.18021483809	0.00733612747323663	39.5205791392001	5.4381187388395e-08	1.93580793912421e-07	428.293674224779	439.517800352191	509.979665486059	606.25259949628	623.148413698305	-0.251839354190893	-0.214518128072237	0.249479304819802	0.289136083857387	"chr5"	142904672	142904704	33	"-"	3663	1648	3781	1941	1833	2974	2933	170	119	120	120	129	129	122	92	141	148	90	157	885	982	569	937	1421	2014	1321	1275	c("ENSMUST00000100497", "ENSMUST00000163829", "ENSMUST00000167386", "ENSMUST00000171419", "ENSMUST00000167721")
"ENSMUSG00000029580:E008"	"ENSMUSG00000029580"	"E008"	381.736667994197	0.0050264864748929	26.4877560769365	2.52281320377516e-05	6.99640638488808e-05	334.587386134727	327.386884272957	415.96104678981	398.724506869969	392.007335860523	-0.314065374509115	-0.345451905723847	-0.0610561509859045	-0.0855677790672436	"chr5"	142904705	142904765	61	"-"	3052	1339	2797	1593	1583	2512	2476	130	92	68	101	102	94	90	76	106	107	75	133	594	659	358	610	945	1254	786	802	c("ENSMUST00000106216", "ENSMUST00000100497", "ENSMUST00000167386", "ENSMUST00000171419", "ENSMUST00000167721", "ENSMUST00000163829")
"ENSMUSG00000029580:E009"	"ENSMUSG00000029580"	"E009"	111.40809525457	0.0143871668651202	28.3569629331411	1.05582529390897e-05	3.08974641223667e-05	107.016820314748	107.757776508235	137.021186511204	97.8894036649427	79.3420342432289	-0.356561413736863	-0.346606995638347	-0.48517437855236	-0.788241690852987	"chr5"	142904766	142904782	17	"-"	979	307	859	573	593	908	860	42	19	25	35	39	33	33	18	31	36	27	43	137	167	93	146	182	254	149	180	c("ENSMUST00000106216", "ENSMUST00000100497", "ENSMUST00000167386", "ENSMUST00000171419", "ENSMUST00000167721", "ENSMUST00000165629", "ENSMUST00000163829")
"ENSMUSG00000029580:E010"	"ENSMUSG00000029580"	"E010"	14.3382659237969	0.0299250621545776	32.7910285645517	1.3181228600953e-06	4.13647765964116e-06	18.7926038518689	23.9922386626519	10.4366709911724	5.84719486666403	13.3116863313068	0.848503370946695	1.20090617304497	-0.835845028308335	0.35103173863454	"chr5"	142904783	142904872	90	"-"	60	38	64	40	45	64	70	8	7	12	2	8	6	4	3	3	10	5	8	13	7	0	13	45	47	24	13	ENSMUST00000165629
"ENSMUSG00000029580:E011"	"ENSMUSG00000029580"	"E011"	11.0083702059061	0.0261700638671128	42.0626700789569	1.61900451658155e-08	5.98655158456898e-08	14.7658281776247	12.8453220692191	12.761971575287	9.88333546880049	3.33106471196451	0.210411050000436	0.00939183738761479	-0.368781310054662	-1.93779593946327	"chr5"	142904873	142905087	215	"-"	126	52	65	48	43	63	78	4	2	5	3	5	4	2	4	0	6	4	10	21	14	0	21	9	8	8	7	c("ENSMUST00000165629", "ENSMUST00000164765")
"ENSMUSG00000029580:E012"	"ENSMUSG00000029580"	"E012"	14.8393469818067	0.05761419967053	15.1378966881369	0.00442359160459052	0.00899245421301868	17.024965752774	15.5884851273823	16.24549102964	17.3230385193043	6.94680356750163	0.0676125454883405	-0.0595586153849612	0.092652655186847	-1.22561814223976	"chr5"	142905088	142905150	63	"-"	107	65	68	65	86	78	125	10	1	4	2	4	7	1	4	1	9	7	8	36	17	10	36	6	12	20	28	c("ENSMUST00000165629", "ENSMUST00000164765", "ENSMUST00000167386")
"ENSMUSG00000029580:E013"	"ENSMUSG00000029580"	"E013"	13.3069229324407	0.0186737411230121	46.2377774983589	2.19761435258773e-09	9.03674177745127e-09	15.9640472247118	16.1713473994656	12.2564057168011	19.4524764661567	4.5491919088415	0.38129049186037	0.399903929544006	0.666417874410309	-1.42985375838552	"chr5"	142905151	142905236	86	"-"	79	61	69	44	49	61	84	8	6	7	3	2	3	6	1	2	10	3	6	36	26	7	41	11	19	10	4	c("ENSMUST00000165629", "ENSMUST00000164765")
"ENSMUSG00000029580:E014"	"ENSMUSG00000029580"	"E014"	163.597526236243	0.00441736237882037	435.915841364294	4.81325001454987e-93	2.08720023358208e-91	59.820910032128	56.924145969441	259.979256747861	194.21837077057	178.23984106737	-2.11967475505008	-2.19128387099871	-0.42071684877117	-0.544576666571775	"chr5"	142905237	142905278	42	"-"	1462	902	1684	974	1188	1719	1537	22	15	14	18	17	16	17	16	12	15	18	27	282	317	192	286	426	483	423	381	c("ENSMUST00000164765", "ENSMUST00000106216", "ENSMUST00000100497", "ENSMUST00000167386", "ENSMUST00000171419", "ENSMUST00000165629", "ENSMUST00000163829")
"ENSMUSG00000029580:E015"	"ENSMUSG00000029580"	"E015"	690.025989336489	0.00305552109430964	80.0694806726037	1.68377817958186e-16	9.79466087390911e-16	540.243454631881	612.105612787516	766.904012534814	767.53368147973	687.036683503525	-0.505436329918049	-0.325265420809429	0.00118404327365928	-0.158658885927969	"chr5"	142905279	142905428	150	"-"	4860	2917	4985	2801	3314	4731	4373	204	163	136	188	213	191	161	155	145	141	156	189	1128	1215	747	1173	1677	1756	1546	1596	c("ENSMUST00000164765", "ENSMUST00000106216", "ENSMUST00000100497", "ENSMUST00000167386", "ENSMUST00000171419", "ENSMUST00000165629")
"ENSMUSG00000029580:E016"	"ENSMUSG00000029580"	"E016"	227.270459425498	0.00581039593093655	27.7929170197896	1.3738135087493e-05	3.90064906948462e-05	175.100688746722	248.504107957838	216.699061867218	232.556002900253	261.197973934903	-0.307508149208992	0.197576793072305	0.101885272474295	0.269450798470112	"chr5"	142905429	142905476	48	"-"	1677	867	1441	733	817	1208	1243	84	67	58	82	72	81	51	44	43	52	62	55	337	356	224	377	638	642	567	647	c("ENSMUST00000164765", "ENSMUST00000106216", "ENSMUST00000100497", "ENSMUST00000167386", "ENSMUST00000171419", "ENSMUST00000165629", "ENSMUST00000163829")
"ENSMUSG00000029580:E017"	"ENSMUSG00000029580"	"E017"	12.3664249450391	0.0676363178650667	67.6633414195047	7.06425557759832e-14	3.58473394735574e-13	14.8911197807788	21.1458496109469	4.88834233060596	24.9047997763947	3.03547826209207	1.60703501988282	2.11295730128102	2.34900658668674	-0.687421478942563	"chr5"	142905477	142905563	87	"-"	49	24	24	13	9	30	35	8	8	5	5	7	5	5	2	7	6	2	4	46	50	29	10	12	4	9	4	ENSMUST00000164765
"ENSMUSG00000029580:E018"	"ENSMUSG00000029580"	"E018"	415.979659485629	0.00533025326114265	161.472249566198	7.06578730041736e-34	6.48150104288284e-33	447.1177944008	425.642868557066	504.755303076773	242.530261037154	329.21389077956	-0.174929199504128	-0.245940703957285	-1.05741939614423	-0.616558953120785	"chr5"	142905564	142905692	129	"-"	3684	2314	2869	1930	2045	2904	2675	142	136	117	115	135	117	117	123	133	149	113	147	471	379	169	346	848	870	754	687	c("ENSMUST00000164765", "ENSMUST00000106216", "ENSMUST00000100497", "ENSMUST00000167386", "ENSMUST00000171419", "ENSMUST00000167721", "ENSMUST00000165629", "ENSMUST00000163829")
"ENSMUSG00000029580:E019"	"ENSMUSG00000029580"	"E019"	4.74533867207965	0.0457696745117342	74.8275538358232	2.16715586404308e-15	1.18819924959603e-14	12.5092065428003	8.97307025410905	1.51291740727235	0.718555699309851	0.622770451031628	3.04758514681622	2.56826847618109	-1.07416133296566	-1.28056083181042	"chr5"	142905693	142905821	129	"-"	6	13	5	4	5	8	14	3	2	2	5	0	4	3	1	5	3	4	6	0	2	0	2	2	2	2	0	ENSMUST00000171419
"ENSMUSG00000029580:E020"	"ENSMUSG00000029580"	"E020"	0.816978519059661	0.101730949897768	2.44911300439435	0.653770483812674	0.710361095167758	1.70421720497009	0.557811576232316	0.586213913137463	0.895994953682208	0.517732242864322	1.53961010655668	-0.071649334355423	0.612063397726304	-0.179221041336876	"chr5"	142905849	142905937	89	"-"	2	7	5	2	1	0	4	0	1	0	0	0	0	0	1	0	0	0	2	2	0	1	2	0	2	2	1	ENSMUST00000106216
"ENSMUSG00000029580:E021"	"ENSMUSG00000029580"	"E021"	223.122761384962	0.00779588272297845	43.6984964364341	7.4107810217076e-09	2.85076011883429e-08	201.679961781066	171.714818381923	250.782594085203	190.317413530945	263.987427803075	-0.314369469444255	-0.546422675163202	-0.398029648995195	0.0740320046265495	"chr5"	142906652	142906672	21	"-"	1787	1106	1244	1043	1050	1540	1388	52	63	39	41	67	46	43	52	55	74	46	84	356	283	149	281	557	784	732	484	c("ENSMUST00000164765", "ENSMUST00000100497", "ENSMUST00000167386", "ENSMUST00000167721", "ENSMUST00000165629", "ENSMUST00000163829")
"ENSMUSG00000029580:E022"	"ENSMUSG00000029580"	"E022"	228.68379978362	0.00657506300295721	55.8126228471831	2.1950055148358e-11	9.7852115007166e-11	291.647497109823	260.703730230397	209.714326682	157.238182119363	207.498522340219	0.475800270296125	0.313985802710861	-0.415473833326716	-0.0153243602134261	"chr5"	142906673	142906694	22	"-"	1486	876	1041	879	883	1306	1202	80	81	64	65	100	77	61	76	83	98	77	117	292	226	122	243	452	600	580	375	c("ENSMUST00000100497", "ENSMUST00000163829", "ENSMUST00000167386", "ENSMUST00000164765", "ENSMUST00000167721")
"ENSMUSG00000029580:E023"	"ENSMUSG00000029580"	"E023"	178.368951411948	0.0077505196474114	111.477784685093	3.52198483359562e-23	2.7540766649592e-22	256.810533580321	237.873294375433	141.522464178793	107.219578941973	146.854843977768	0.859673305138725	0.749162238509697	-0.40046269879002	0.0533597799958549	"chr5"	142906695	142906702	8	"-"	954	579	681	610	614	888	843	74	69	57	59	93	74	55	67	71	83	73	102	206	143	85	168	315	408	430	266	c("ENSMUST00000100497", "ENSMUST00000163829", "ENSMUST00000167386", "ENSMUST00000167721")
"ENSMUSG00000029580:E024"	"ENSMUSG00000029580"	"E024"	152.385843311145	0.00930491255457833	126.830177510102	1.85423380183489e-26	1.52494745426766e-25	229.298114420274	207.660252194432	118.878525382605	79.3562673931778	124.095893856398	0.947736365973965	0.804736974102887	-0.583072051595682	0.0619672543561546	"chr5"	142906703	142906722	20	"-"	816	491	553	527	507	737	712	62	63	52	52	83	60	48	62	61	70	69	93	151	97	68	129	261	356	366	218	c("ENSMUST00000100497", "ENSMUST00000163829", "ENSMUST00000167386")
"ENSMUSG00000029580:E025"	"ENSMUSG00000029580"	"E025"	0.0875304734769828	0.0198349477261226	3.50909507903339	0.476496766009337	NA	0.000900844290783962	0.000964911354604272	0.081973717337773	0.000804838713385191	0.312216179687219	-6.50773985187388	-6.40862120279189	-6.67031791078101	1.92931197497397	"chr5"	142906723	142906725	3	"-"	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	c("ENSMUST00000100497", "ENSMUST00000167386")
"ENSMUSG00000029580:E026"	"ENSMUSG00000029580"	"E026"	0.176661230514928	0.0192882194745031	3.49435628319605	0.478737002787812	0.55158828582074	0.000900818601721579	0.558201429675754	0.0819720338029548	0.000804841477626748	0.208028881032048	-6.5077513636451	2.76758212139676	-6.67028332616558	1.34358013620727	"chr5"	142906726	142906754	29	"-"	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	ENSMUST00000100497
"ENSMUSG00000032297:E001"	"ENSMUSG00000032297"	"E001"	0	NA	NA	NA	NA	2.57280789517517e-05	3.33600446903822e-05	6.34875985004916e-07	3.68549779615856e-05	1.27970434381255e-05	5.34072512143563	5.71550260407423	5.85924087832494	4.33319191861985	"chr9"	59577917	59578191	275	"+"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSMUST00000143916
"ENSMUSG00000032297:E002"	"ENSMUSG00000032297"	"E002"	0	NA	NA	NA	NA	1.92213345306369e-05	2.54422835889277e-05	1.94307335297115e-07	2.80500850893883e-05	7.07450509374402e-06	6.62822433004515	7.0327439911141	7.17352097186434	5.18621695560507	"chr9"	59578192	59578336	145	"+"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000143916", "ENSMUST00000129357", "ENSMUST00000118549")
"ENSMUSG00000032297:E003"	"ENSMUSG00000032297"	"E003"	0.00935059181414391	0.0215429213513818	2.27370615417186	0.68556027518162	NA	8.63109957702791e-05	8.44352144170206e-05	0.00045351925299472	8.39834071120724e-05	1.61787117870875e-05	-2.39354752658023	-2.42524708030311	-2.43298757498238	-4.80899515358718	"chr9"	59578337	59578639	303	"+"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000034840", "ENSMUST00000143916", "ENSMUST00000129357", "ENSMUST00000118549")
"ENSMUSG00000032297:E004"	"ENSMUSG00000032297"	"E004"	0	NA	NA	NA	NA	1.92213345306368e-05	2.54422835889276e-05	1.94307335297115e-07	2.80500850893883e-05	7.07450509374402e-06	6.62822433004515	7.03274399111409	7.17352097186434	5.18621695560507	"chr9"	59582276	59582358	83	"+"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000034840", "ENSMUST00000143916", "ENSMUST00000129357", "ENSMUST00000118549")
"ENSMUSG00000032297:E005"	"ENSMUSG00000032297"	"E005"	0	NA	NA	NA	NA	1.92213345306366e-05	2.54422835889276e-05	1.94307335297115e-07	2.80500850893882e-05	7.07450509374402e-06	6.62822433004513	7.03274399111409	7.17352097186434	5.18621695560507	"chr9"	59589288	59589338	51	"+"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ENSMUST00000121266
"ENSMUSG00000032297:E006"	"ENSMUSG00000032297"	"E006"	0	NA	NA	NA	NA	1.92213345306369e-05	2.54422835889275e-05	1.94307335297115e-07	2.80500850893882e-05	7.07450509374401e-06	6.62822433004516	7.03274399111409	7.17352097186434	5.18621695560507	"chr9"	59589339	59589519	181	"+"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000118164", "ENSMUST00000121266")
"ENSMUSG00000032297:E007"	"ENSMUSG00000032297"	"E007"	0	NA	NA	NA	NA	1.92213345306363e-05	2.54422835889276e-05	1.94307335297115e-07	2.80500850893882e-05	7.07450509374402e-06	6.62822433004512	7.03274399111409	7.17352097186433	5.18621695560507	"chr9"	59590635	59590683	49	"+"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000034840", "ENSMUST00000118164", "ENSMUST00000118549", "ENSMUST00000143916", "ENSMUST00000121266")
"ENSMUSG00000032297:E008"	"ENSMUSG00000032297"	"E008"	0.0204706183191448	0.022366317026418	1.4584438448707	0.833976236100316	NA	0.00011389976036703	0.000111794635657457	0.000907819244390739	0.000111116023951552	2.08653398998573e-05	-2.9946403597737	-3.02155410783782	-3.03033818993642	-5.4432247438986	"chr9"	59602577	59602657	81	"+"	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000118549", "ENSMUST00000143916", "ENSMUST00000034840", "ENSMUST00000129357", "ENSMUST00000118164", "ENSMUST00000121266")
"ENSMUSG00000032297:E009"	"ENSMUSG00000032297"	"E009"	0.00935059181414391	0.0215429213513818	2.27370615417186	0.68556027518162	NA	8.63109957702954e-05	8.44352144170194e-05	0.00045351925299472	8.39834071120715e-05	1.61787117870873e-05	-2.39354752657996	-2.42524708030312	-2.4329875749824	-4.80899515358719	"chr9"	59602658	59602705	48	"+"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	c("ENSMUST00000118549", "ENSMUST00000143916", "ENSMUST00000121266", "ENSMUST00000034840", "ENSMUST00000129357", "ENSMUST00000118164", "ENSMUST00000146503")
